curve,operation,size,threads,execution_mode,repetitions,elapsed_ns_p50,elapsed_ns_p95,elapsed_ns_mean,elapsed_ns_cv,operations,throughput_ops_per_s_p50
BW6-761,ntt,64,1,serial,10,106513.500000,128114.850000,108016.100000,0.13610793,3072,28841414.468588
BW6-761,ntt,64,2,parallel,10,170340.500000,228864.450000,180212.800000,0.14645497,3072,18034466.260226
BW6-761,ntt,64,4,parallel,10,171211.000000,191708.750000,173429.600000,0.07497540,3072,17942772.368598
BW6-761,ntt,64,8,parallel,10,553383.500000,655445.650000,528463.300000,0.23968546,3072,5551303.932987
BW6-761,ntt,128,1,serial,10,262744.000000,279385.600000,247785.000000,0.11555153,7168,27281308.041287
BW6-761,ntt,128,2,parallel,10,246565.500000,339437.850000,262899.100000,0.15462878,7168,29071382.654913
BW6-761,ntt,128,4,parallel,10,248078.000000,327132.600000,253701.100000,0.19804331,7168,28894138.133974
BW6-761,ntt,128,8,parallel,10,511231.500000,647779.600000,528645.200000,0.18889274,7168,14021045.260317
BW6-761,ntt,256,1,serial,10,494540.000000,600998.350000,519452.600000,0.09521601,16384,33129777.166660
BW6-761,ntt,256,2,parallel,10,429116.000000,465345.700000,418797.300000,0.09384880,16384,38180818.240289
BW6-761,ntt,256,4,parallel,10,391987.000000,551164.000000,402576.600000,0.22120024,16384,41797304.502445
BW6-761,ntt,256,8,parallel,10,568898.500000,685267.250000,580775.000000,0.12657301,16384,28799513.445720
BW6-761,ntt,512,1,serial,10,1139149.500000,1311246.350000,1167815.100000,0.08446233,36864,32360985.103360
BW6-761,ntt,512,2,parallel,10,791588.000000,870849.100000,773701.600000,0.10579387,36864,46569680.187168
BW6-761,ntt,512,4,parallel,10,581223.000000,649528.050000,586275.600000,0.08081513,36864,63424881.671923
BW6-761,ntt,512,8,parallel,10,666019.000000,780832.850000,687012.800000,0.10269750,36864,55349772.303793
BW6-761-G1,msm,2,1,serial,10,11285324.000000,11643545.650000,11316495.100000,0.01794627,16,1417.770549
BW6-761-G1,msm,2,2,parallel,10,5954214.500000,6230838.500000,5988437.500000,0.02515514,16,2687.172254
BW6-761-G1,msm,2,4,parallel,10,3426552.000000,3654305.350000,3451397.500000,0.03609359,16,4669.416953
BW6-761-G1,msm,2,8,parallel,10,2245294.000000,2804828.750000,2334502.200000,0.12959942,16,7126.015569
BW6-761-G1,msm,4,1,serial,10,15999112.500000,16414879.350000,16051155.400000,0.01454096,32,2000.110944
BW6-761-G1,msm,4,2,parallel,10,8625121.000000,10060111.950000,8843957.200000,0.08494497,32,3710.092879
BW6-761-G1,msm,4,4,parallel,10,4556072.500000,4676061.600000,4558979.400000,0.01878767,32,7023.593237
BW6-761-G1,msm,4,8,parallel,10,3817818.500000,4444398.750000,3707926.400000,0.17263461,32,8381.749944
BW6-761-G1,msm,8,1,serial,10,23342782.000000,23639230.350000,23385996.400000,0.00702969,64,2741.746892
BW6-761-G1,msm,8,2,parallel,10,12346843.000000,13117490.800000,12370476.100000,0.03907977,64,5183.511283
BW6-761-G1,msm,8,4,parallel,10,6448942.500000,6609911.850000,6412693.800000,0.02697405,64,9924.107712
BW6-761-G1,msm,8,8,parallel,10,4646155.000000,5853102.300000,4690001.700000,0.17960125,64,13774.831016
BW6-761-G1,msm,16,1,serial,10,36189805.500000,43497523.500000,37431964.700000,0.10904445,128,3536.907652
BW6-761-G1,msm,16,2,parallel,10,18789944.500000,24879807.150000,19918611.500000,0.13118144,128,6812.154235
BW6-761-G1,msm,16,4,parallel,10,9847057.500000,10345790.950000,9849260.600000,0.03045772,128,12998.807004
BW6-761-G1,msm,16,8,parallel,10,5759794.000000,8795086.850000,6543618.000000,0.23295393,128,22223.017004
BW6-761-G1,msm,32,1,serial,10,60276237.500000,61806718.250000,60504395.000000,0.01243347,256,4247.113135
BW6-761-G1,msm,32,2,parallel,10,31115809.500000,32643350.550000,31386848.200000,0.02605291,256,8227.328940
BW6-761-G1,msm,32,4,parallel,10,15680181.500000,20020341.100000,16475749.000000,0.13269331,256,16326.341631
BW6-761-G1,msm,32,8,parallel,10,11017001.500000,14704737.950000,11498605.600000,0.24246873,256,23236.812666
BW6-761-G1,msm,64,1,serial,10,100559898.000000,108656702.650000,102083200.800000,0.04103587,512,5091.492833
BW6-761-G1,msm,64,2,parallel,10,51513434.500000,55111101.150000,52013276.300000,0.03339385,512,9939.154804
BW6-761-G1,msm,64,4,parallel,10,26051988.000000,29645265.900000,26679766.900000,0.07220341,512,19653.010741
BW6-761-G1,msm,64,8,parallel,10,17178560.500000,23690282.250000,18130539.600000,0.22201327,512,29804.592765
BW6-761-G1,msm,128,1,serial,10,155947530.000000,163103934.400000,157358514.000000,0.02194885,1024,6566.311118
BW6-761-G1,msm,128,2,parallel,10,82678398.000000,115507944.450000,88631206.200000,0.16890688,1024,12385.339155
BW6-761-G1,msm,128,4,parallel,10,40392076.500000,44837074.500000,41149724.700000,0.05420624,1024,25351.506749
BW6-761-G1,msm,128,8,parallel,10,29688373.000000,34243614.450000,30140578.600000,0.09420565,1024,34491.617308
BW6-761-G1,msm,256,1,serial,10,286718788.000000,373617004.950000,304616992.300000,0.13494345,2048,7142.887337
BW6-761-G1,msm,256,2,parallel,10,134037859.500000,160848296.050000,140563012.700000,0.08432887,2048,15279.265184
BW6-761-G1,msm,256,4,parallel,10,72301258.500000,86510556.150000,75417307.300000,0.10803662,2048,28325.924645
BW6-761-G1,msm,256,8,parallel,10,49024854.500000,56101112.650000,50005314.500000,0.09920804,2048,41774.728776
BW6-761-G1,msm,512,1,serial,10,478523183.000000,504987800.150000,482652810.600000,0.02800240,4096,8559.668884
BW6-761-G1,msm,512,2,parallel,10,250870624.500000,272311275.450000,253265515.500000,0.05114657,4096,16327.140765
BW6-761-G1,msm,512,4,parallel,10,126940785.000000,138444013.450000,128163216.300000,0.05557835,4096,32267.013316
BW6-761-G1,msm,512,8,parallel,10,86753179.000000,101391949.200000,87693461.300000,0.10317974,4096,47214.408131
BabyJubjub-BN254,field_add,2,1,serial,10,526.000000,1105.100000,639.200000,0.44805672,16,30418250.950570
BabyJubjub-BN254,field_add,2,2,parallel,10,98028.500000,118779.150000,100819.200000,0.10579960,16,163217.839710
BabyJubjub-BN254,field_add,2,4,parallel,10,229937.500000,340801.900000,223964.500000,0.35485733,16,69584.126121
BabyJubjub-BN254,field_add,2,8,parallel,10,464165.500000,586934.150000,465152.700000,0.16364012,16,34470.463660
BabyJubjub-BN254,field_add,4,1,serial,10,731.500000,822.550000,670.000000,0.23329779,32,43745727.956254
BabyJubjub-BN254,field_add,4,2,parallel,10,97965.500000,113999.300000,99874.800000,0.09361243,32,326645.604830
BabyJubjub-BN254,field_add,4,4,parallel,10,205520.000000,250910.350000,201696.100000,0.19247278,32,155702.608019
BabyJubjub-BN254,field_add,4,8,parallel,10,449409.000000,518202.500000,440834.900000,0.12525378,32,71204.626521
BabyJubjub-BN254,field_add,8,1,serial,10,616.000000,747.500000,629.100000,0.14281099,64,103896103.896104
BabyJubjub-BN254,field_add,8,2,parallel,10,94241.000000,107779.900000,93879.800000,0.11558639,64,679109.941533
BabyJubjub-BN254,field_add,8,4,parallel,10,244409.500000,367722.250000,249813.200000,0.28869143,64,261855.615269
BabyJubjub-BN254,field_add,8,8,parallel,10,436202.000000,491558.050000,434616.200000,0.09263408,64,146721.014576
BabyJubjub-BN254,field_add,16,1,serial,10,867.000000,1104.000000,868.800000,0.17764405,128,147635524.798155
BabyJubjub-BN254,field_add,16,2,parallel,10,96444.500000,110678.250000,97758.000000,0.09094569,128,1327188.175583
BabyJubjub-BN254,field_add,16,4,parallel,10,203999.000000,279984.650000,205344.000000,0.26725514,128,627454.056147
BabyJubjub-BN254,field_add,16,8,parallel,10,426251.000000,487042.250000,435702.900000,0.07567680,128,300292.550633
BabyJubjub-BN254,field_add,32,1,serial,10,1247.000000,1415.450000,1227.200000,0.12772879,256,205292702.485966
BabyJubjub-BN254,field_add,32,2,parallel,10,102453.500000,110423.550000,101731.600000,0.06473967,256,2498694.529713
BabyJubjub-BN254,field_add,32,4,parallel,10,192448.000000,301493.950000,204965.000000,0.34741119,256,1330229.464583
BabyJubjub-BN254,field_add,32,8,parallel,10,446415.500000,539972.600000,443179.300000,0.18653313,256,573456.790815
BabyJubjub-BN254,field_add,64,1,serial,10,2174.000000,2468.050000,2177.300000,0.09925151,512,235510579.576817
BabyJubjub-BN254,field_add,64,2,parallel,10,108031.000000,136999.900000,113634.600000,0.12483047,512,4739380.363044
BabyJubjub-BN254,field_add,64,4,parallel,10,216564.000000,305002.750000,230257.700000,0.23762026,512,2364197.188822
BabyJubjub-BN254,field_add,64,8,parallel,10,458122.500000,586777.950000,443666.400000,0.26056601,512,1117605.007394
BabyJubjub-BN254,field_add,128,1,serial,10,3346.500000,3792.000000,3404.400000,0.09020704,1024,305991334.229792
BabyJubjub-BN254,field_add,128,2,parallel,10,96885.500000,111454.900000,97089.900000,0.09408751,1024,10569177.018233
BabyJubjub-BN254,field_add,128,4,parallel,10,192137.500000,304073.900000,207983.800000,0.30401926,1024,5329516.622211
BabyJubjub-BN254,field_add,128,8,parallel,10,503404.000000,576595.150000,500061.500000,0.12261426,1024,2034151.496611
BabyJubjub-BN254,field_add,256,1,serial,10,5645.000000,6908.950000,6025.000000,0.11861558,2048,362798937.112489
BabyJubjub-BN254,field_add,256,2,parallel,10,97281.000000,109217.900000,98998.100000,0.06604650,2048,21052415.168430
BabyJubjub-BN254,field_add,256,4,parallel,10,197219.500000,372415.600000,236670.100000,0.38387971,2048,10384368.685652
BabyJubjub-BN254,field_add,256,8,parallel,10,562755.000000,715637.400000,568514.700000,0.18835989,2048,3639239.100497
BabyJubjub-BN254,field_add,512,1,serial,10,12758.500000,13299.550000,12573.400000,0.07739079,4096,321040874.710977
BabyJubjub-BN254,field_add,512,2,parallel,10,110375.500000,152416.800000,115388.000000,0.20084065,4096,37109684.667340
BabyJubjub-BN254,field_add,512,4,parallel,10,315705.500000,369490.700000,271274.900000,0.33774203,4096,12974116.700533
BabyJubjub-BN254,field_add,512,8,parallel,10,538091.500000,623270.700000,533591.200000,0.12218816,4096,7612088.278666
BabyJubjub-BN254,field_inv,2,1,serial,10,66373.500000,80931.650000,70838.900000,0.10115991,16,241060.061621
BabyJubjub-BN254,field_inv,2,2,parallel,10,138583.000000,149160.050000,138059.900000,0.06425341,16,115454.276499
BabyJubjub-BN254,field_inv,2,4,parallel,10,194031.000000,418190.100000,233393.500000,0.42300130,16,82461.050038
BabyJubjub-BN254,field_inv,2,8,parallel,10,541671.500000,670721.700000,540446.800000,0.20337763,16,29538.197967
BabyJubjub-BN254,field_inv,4,1,serial,10,102786.000000,123498.600000,108117.300000,0.08735769,32,311326.445236
BabyJubjub-BN254,field_inv,4,2,parallel,10,186051.500000,194787.250000,181112.100000,0.09043394,32,171995.388374
BabyJubjub-BN254,field_inv,4,4,parallel,10,203953.500000,212328.700000,200260.400000,0.05940637,32,156898.508729
BabyJubjub-BN254,field_inv,4,8,parallel,10,577710.000000,708320.450000,589399.400000,0.12922498,32,55391.113188
BabyJubjub-BN254,field_inv,8,1,serial,10,196125.000000,229209.700000,192504.200000,0.13479743,64,326322.498407
BabyJubjub-BN254,field_inv,8,2,parallel,10,215492.500000,237918.550000,213406.600000,0.08884471,64,296994.094922
BabyJubjub-BN254,field_inv,8,4,parallel,10,236164.500000,275414.150000,237755.500000,0.10170539,64,270997.546202
BabyJubjub-BN254,field_inv,8,8,parallel,10,591317.500000,662980.600000,584124.900000,0.12365805,64,108232.886732
BabyJubjub-BN254,field_inv,16,1,serial,10,302077.500000,369617.450000,316908.400000,0.12126749,128,423732.320348
BabyJubjub-BN254,field_inv,16,2,parallel,10,264297.000000,287742.150000,263289.700000,0.07325660,128,484303.643250
BabyJubjub-BN254,field_inv,16,4,parallel,10,328089.500000,401062.050000,327993.900000,0.17636150,128,390137.447251
BabyJubjub-BN254,field_inv,16,8,parallel,10,624202.000000,804748.950000,659393.900000,0.15681901,128,205061.822936
BabyJubjub-BN254,field_inv,32,1,serial,10,557598.000000,642988.250000,570808.700000,0.07988162,256,459112.120201
BabyJubjub-BN254,field_inv,32,2,parallel,10,447277.500000,566160.750000,445080.600000,0.18058511,256,572351.616167
BabyJubjub-BN254,field_inv,32,4,parallel,10,407013.500000,545146.750000,431279.200000,0.16911947,256,628971.766293
BabyJubjub-BN254,field_inv,32,8,parallel,10,624374.500000,701457.050000,618429.900000,0.12569024,256,410010.338347
BabyJubjub-BN254,field_inv,64,1,serial,10,1045801.000000,1186170.050000,1064425.800000,0.06355364,512,489576.888911
BabyJubjub-BN254,field_inv,64,2,parallel,10,768560.000000,854611.800000,758360.200000,0.09111217,512,666180.909753
BabyJubjub-BN254,field_inv,64,4,parallel,10,564355.500000,627031.700000,563903.800000,0.08645670,512,907229.574267
BabyJubjub-BN254,field_inv,64,8,parallel,10,669318.000000,807836.050000,679070.600000,0.12209608,512,764957.762977
BabyJubjub-BN254,field_inv,128,1,serial,10,2264962.000000,2494384.750000,2242229.500000,0.07698582,1024,452104.715223
BabyJubjub-BN254,field_inv,128,2,parallel,10,1270996.000000,1377557.400000,1272964.800000,0.06512120,1024,805667.366380
BabyJubjub-BN254,field_inv,128,4,parallel,10,912138.000000,1071623.900000,919312.200000,0.10568802,1024,1122637.144818
BabyJubjub-BN254,field_inv,128,8,parallel,10,867790.000000,980416.700000,860731.500000,0.09894964,1024,1180008.988350
BabyJubjub-BN254,field_inv,256,1,serial,10,4067140.500000,4279855.450000,4104799.800000,0.02548978,2048,503547.885793
BabyJubjub-BN254,field_inv,256,2,parallel,10,2337573.000000,2486910.700000,2329650.300000,0.04756429,2048,876122.371366
BabyJubjub-BN254,field_inv,256,4,parallel,10,1463924.500000,2093345.300000,1589596.300000,0.17844707,2048,1398979.250638
BabyJubjub-BN254,field_inv,256,8,parallel,10,1267860.000000,1477659.850000,1257885.200000,0.12971354,2048,1615320.303504
BabyJubjub-BN254,field_inv,512,1,serial,10,8271171.500000,8447218.350000,8250518.500000,0.01993662,4096,495214.009285
BabyJubjub-BN254,field_inv,512,2,parallel,10,5141058.000000,6090410.500000,5119918.400000,0.13211826,4096,796723.164765
BabyJubjub-BN254,field_inv,512,4,parallel,10,2491621.000000,2619473.200000,2478458.000000,0.04154452,4096,1643909.727844
BabyJubjub-BN254,field_inv,512,8,parallel,10,2203957.500000,2390018.000000,2130161.700000,0.11727245,4096,1858475.038652
BabyJubjub-BN254,field_mul,2,1,serial,10,731.000000,827.500000,722.200000,0.11312052,16,21887824.897401
BabyJubjub-BN254,field_mul,2,2,parallel,10,102585.000000,155279.750000,109832.300000,0.24779504,16,155968.221475
BabyJubjub-BN254,field_mul,2,4,parallel,10,238188.000000,338981.800000,248008.200000,0.24807918,16,67173.829076
BabyJubjub-BN254,field_mul,2,8,parallel,10,415406.500000,469050.350000,416665.600000,0.11529539,16,38516.489270
BabyJubjub-BN254,field_mul,4,1,serial,10,811.500000,1039.550000,823.600000,0.18697276,32,39433148.490450
BabyJubjub-BN254,field_mul,4,2,parallel,10,100559.500000,113958.650000,100324.000000,0.09751596,32,318219.561553
BabyJubjub-BN254,field_mul,4,4,parallel,10,186682.500000,312220.550000,203585.500000,0.34935863,32,171414.031846
BabyJubjub-BN254,field_mul,4,8,parallel,10,436362.500000,535325.050000,440861.200000,0.14702545,32,73333.524306
BabyJubjub-BN254,field_mul,8,1,serial,10,1417.500000,1815.000000,1440.600000,0.17641657,64,45149911.816578
BabyJubjub-BN254,field_mul,8,2,parallel,10,112233.500000,131149.200000,113183.400000,0.09385438,64,570239.723434
BabyJubjub-BN254,field_mul,8,4,parallel,10,202666.500000,307243.900000,212370.200000,0.30933125,64,315789.733380
BabyJubjub-BN254,field_mul,8,8,parallel,10,426793.500000,536869.400000,426864.100000,0.20512433,64,149955.423407
BabyJubjub-BN254,field_mul,16,1,serial,10,2560.000000,2949.000000,2594.900000,0.12148721,128,50000000.000000
BabyJubjub-BN254,field_mul,16,2,parallel,10,91630.000000,158918.000000,105888.300000,0.28399188,128,1396922.405326
BabyJubjub-BN254,field_mul,16,4,parallel,10,264495.000000,358201.900000,250223.500000,0.30244328,128,483941.095295
BabyJubjub-BN254,field_mul,16,8,parallel,10,491775.000000,610952.350000,494857.000000,0.17328672,128,260281.632861
BabyJubjub-BN254,field_mul,32,1,serial,10,5305.000000,6231.050000,5098.600000,0.15971351,256,48256361.922714
BabyJubjub-BN254,field_mul,32,2,parallel,10,89441.500000,129301.350000,96607.700000,0.21408608,256,2862206.022931
BabyJubjub-BN254,field_mul,32,4,parallel,10,251357.500000,345114.850000,247729.900000,0.30092944,256,1018469.709478
BabyJubjub-BN254,field_mul,32,8,parallel,10,481937.500000,669174.550000,515926.400000,0.17411320,256,531189.210219
BabyJubjub-BN254,field_mul,64,1,serial,10,8431.000000,10279.500000,8743.500000,0.09452550,512,60728264.737279
BabyJubjub-BN254,field_mul,64,2,parallel,10,98298.000000,112694.800000,98479.900000,0.11390685,512,5208651.244176
BabyJubjub-BN254,field_mul,64,4,parallel,10,194088.500000,372609.050000,217741.400000,0.39751889,512,2637971.853046
BabyJubjub-BN254,field_mul,64,8,parallel,10,528638.500000,689945.600000,554307.400000,0.14446991,512,968525.750584
BabyJubjub-BN254,field_mul,128,1,serial,10,16130.000000,19958.500000,16909.400000,0.09508829,1024,63484190.948543
BabyJubjub-BN254,field_mul,128,2,parallel,10,100637.000000,108023.200000,100878.900000,0.04386433,1024,10175184.077427
BabyJubjub-BN254,field_mul,128,4,parallel,10,198572.000000,355766.700000,228263.700000,0.35717836,1024,5156819.692605
BabyJubjub-BN254,field_mul,128,8,parallel,10,591989.000000,730349.350000,580914.600000,0.22134740,1024,1729761.870575
BabyJubjub-BN254,field_mul,256,1,serial,10,35771.500000,39795.000000,35754.600000,0.11443555,2048,57252281.844485
BabyJubjub-BN254,field_mul,256,2,parallel,10,122273.000000,145429.400000,125746.700000,0.09944878,2048,16749405.019914
BabyJubjub-BN254,field_mul,256,4,parallel,10,175959.500000,288129.100000,189590.500000,0.30718631,2048,11639041.938628
BabyJubjub-BN254,field_mul,256,8,parallel,10,542908.500000,663196.850000,552711.200000,0.13480025,2048,3772274.701906
BabyJubjub-BN254,field_mul,512,1,serial,10,71137.000000,86350.400000,72628.000000,0.13814296,4096,57579037.631612
BabyJubjub-BN254,field_mul,512,2,parallel,10,150885.000000,166647.800000,148994.700000,0.08585763,4096,27146502.303079
BabyJubjub-BN254,field_mul,512,4,parallel,10,197484.500000,214536.200000,195928.500000,0.07723324,4096,20740868.270674
BabyJubjub-BN254,field_mul,512,8,parallel,10,562569.000000,694359.350000,568122.900000,0.16377594,4096,7280884.655927
BabyJubjub-BN254,msm,2,1,serial,10,3068876.500000,3628838.200000,3155473.100000,0.08438250,16,5213.634371
BabyJubjub-BN254,msm,2,2,parallel,10,1679873.500000,1905704.700000,1699638.900000,0.07448562,16,9524.526698
BabyJubjub-BN254,msm,2,4,parallel,10,1169549.000000,1329447.050000,1189662.500000,0.07531447,16,13680.487094
BabyJubjub-BN254,msm,2,8,parallel,10,1034956.500000,1145705.000000,1009402.000000,0.11828759,16,15459.586949
BabyJubjub-BN254,msm,4,1,serial,10,3452285.000000,3782700.350000,3508244.500000,0.04516477,32,9269.223138
BabyJubjub-BN254,msm,4,2,parallel,10,1829758.500000,1962601.050000,1836407.200000,0.04889664,32,17488.646726
BabyJubjub-BN254,msm,4,4,parallel,10,1260180.500000,1378220.200000,1268673.700000,0.05519912,32,25393.187722
BabyJubjub-BN254,msm,4,8,parallel,10,1070294.500000,1212414.650000,1071028.400000,0.09634039,32,29898.313034
BabyJubjub-BN254,msm,8,1,serial,10,4120950.500000,4902210.850000,4252440.800000,0.08718547,64,15530.397659
BabyJubjub-BN254,msm,8,2,parallel,10,2199679.500000,2328530.050000,2186148.400000,0.05405538,64,29095.147725
BabyJubjub-BN254,msm,8,4,parallel,10,1391525.000000,1888327.550000,1491205.300000,0.16158329,64,45992.705844
BabyJubjub-BN254,msm,8,8,parallel,10,1163261.500000,1441569.650000,1221602.100000,0.12695657,64,55017.723874
BabyJubjub-BN254,msm,16,1,serial,10,5038081.500000,5859450.150000,5210990.300000,0.07434349,128,25406.496501
BabyJubjub-BN254,msm,16,2,parallel,10,2812002.500000,3034764.550000,2816689.600000,0.05137292,128,45519.162945
BabyJubjub-BN254,msm,16,4,parallel,10,1720378.500000,2042677.750000,1754930.600000,0.10422211,128,74402.231834
BabyJubjub-BN254,msm,16,8,parallel,10,1288510.500000,1647287.250000,1386489.800000,0.12085191,128,99339.508681
BabyJubjub-BN254,msm,32,1,serial,10,9387379.000000,10814409.900000,9568937.300000,0.07924455,256,27270.657763
BabyJubjub-BN254,msm,32,2,parallel,10,4773028.000000,5025679.700000,4793382.800000,0.03147043,256,53634.715740
BabyJubjub-BN254,msm,32,4,parallel,10,2765118.500000,3487086.000000,2907265.000000,0.11084832,256,92581.927321
BabyJubjub-BN254,msm,32,8,parallel,10,2116216.500000,2464938.200000,2086466.000000,0.13378258,256,120970.609576
BabyJubjub-BN254,msm,64,1,serial,10,14646111.000000,15511691.250000,14709810.500000,0.03278647,512,34958.085460
BabyJubjub-BN254,msm,64,2,parallel,10,7571937.500000,7859827.250000,7599915.900000,0.02195632,512,67618.096425
BabyJubjub-BN254,msm,64,4,parallel,10,4243736.000000,5694218.900000,4473403.300000,0.16987966,512,120648.409797
BabyJubjub-BN254,msm,64,8,parallel,10,3461003.500000,3567431.850000,3289858.600000,0.11539702,512,147933.973485
BabyJubjub-BN254,msm,128,1,serial,10,19284774.500000,19804331.250000,19352533.900000,0.01491387,1024,53098.883785
BabyJubjub-BN254,msm,128,2,parallel,10,9893677.500000,10155008.850000,9885201.300000,0.01912242,1024,103500.442581
BabyJubjub-BN254,msm,128,4,parallel,10,5455088.000000,5960400.550000,5522069.300000,0.04717239,1024,187714.661982
BabyJubjub-BN254,msm,128,8,parallel,10,3274852.000000,4725109.600000,3606101.100000,0.19843211,1024,312685.886263
BabyJubjub-BN254,msm,256,1,serial,10,33267353.500000,34463853.900000,33369987.300000,0.02070875,2048,61561.855228
BabyJubjub-BN254,msm,256,2,parallel,10,16900016.500000,17642642.700000,16984718.900000,0.02298112,2048,121183.313638
BabyJubjub-BN254,msm,256,4,parallel,10,8756129.000000,8858480.000000,8762500.000000,0.00955506,2048,233893.310617
BabyJubjub-BN254,msm,256,8,parallel,10,5438080.000000,7409562.450000,5970520.400000,0.18091753,2048,376603.507120
BabyJubjub-BN254,msm,512,1,serial,10,58120603.000000,59996261.150000,58439213.200000,0.02046656,4096,70474.148384
BabyJubjub-BN254,msm,512,2,parallel,10,29520185.000000,32846039.500000,30186113.500000,0.05330218,4096,138752.517980
BabyJubjub-BN254,msm,512,4,parallel,10,15344597.000000,16942225.500000,15643180.500000,0.04867849,4096,266934.348292
BabyJubjub-BN254,msm,512,8,parallel,10,11372251.000000,12498545.600000,10478582.100000,0.18501676,4096,360174.955688
BabyJubjub-BN254,ntt,2,1,serial,10,1648.500000,2335.500000,1681.300000,0.25447551,16,9705793.145284
BabyJubjub-BN254,ntt,2,2,parallel,10,92156.500000,106690.150000,92919.300000,0.09500955,16,173617.704665
BabyJubjub-BN254,ntt,2,4,parallel,10,185352.500000,321517.000000,210051.100000,0.35045116,16,86322.008066
BabyJubjub-BN254,ntt,2,8,parallel,10,556464.000000,623480.950000,533347.800000,0.15573403,16,28752.983122
BabyJubjub-BN254,ntt,4,1,serial,10,3131.000000,3978.100000,3086.700000,0.20354780,64,20440753.752795
BabyJubjub-BN254,ntt,4,2,parallel,10,92225.000000,101537.400000,93002.200000,0.06246737,64,693955.001355
BabyJubjub-BN254,ntt,4,4,parallel,10,188668.500000,314848.650000,224288.500000,0.29940308,64,339219.318540
BabyJubjub-BN254,ntt,4,8,parallel,10,557614.500000,647855.600000,534208.800000,0.17792075,64,114774.633730
BabyJubjub-BN254,ntt,8,1,serial,10,5911.000000,7484.600000,6017.200000,0.15121432,192,32481813.567924
BabyJubjub-BN254,ntt,8,2,parallel,10,92066.500000,118984.900000,97581.400000,0.14119784,192,2085449.104723
BabyJubjub-BN254,ntt,8,4,parallel,10,211118.500000,322465.350000,221898.000000,0.28661338,192,909441.853746
BabyJubjub-BN254,ntt,8,8,parallel,10,511444.500000,686716.500000,506844.600000,0.23945599,192,375407.302259
BabyJubjub-BN254,ntt,16,1,serial,10,12187.500000,13497.000000,12135.500000,0.10926804,512,42010256.410256
BabyJubjub-BN254,ntt,16,2,parallel,10,111207.500000,148251.850000,114695.500000,0.19041941,512,4604006.024774
BabyJubjub-BN254,ntt,16,4,parallel,10,168152.500000,211059.700000,170141.100000,0.17374048,512,3044855.116635
BabyJubjub-BN254,ntt,16,8,parallel,10,612204.500000,655021.050000,580698.300000,0.12547470,512,836321.849970
Jubjub-BLS12-381,field_add,2,1,serial,10,380.500000,576.500000,412.500000,0.28971979,16,42049934.296978
Jubjub-BLS12-381,field_add,2,2,parallel,10,95883.000000,119653.850000,98858.400000,0.12776457,16,166870.039527
Jubjub-BLS12-381,field_add,2,4,parallel,10,205043.500000,302557.150000,218067.600000,0.25725483,16,78032.222431
Jubjub-BLS12-381,field_add,2,8,parallel,10,501984.500000,570871.650000,507980.400000,0.08615431,16,31873.494102
Jubjub-BLS12-381,field_add,4,1,serial,10,380.500000,749.500000,442.800000,0.39311657,32,84099868.593955
Jubjub-BLS12-381,field_add,4,2,parallel,10,94937.000000,133015.800000,99704.100000,0.20205891,32,337065.632999
Jubjub-BLS12-381,field_add,4,4,parallel,10,207892.000000,342581.100000,220138.700000,0.34124774,32,153926.077002
Jubjub-BLS12-381,field_add,4,8,parallel,10,445302.500000,497154.000000,437992.600000,0.11222270,32,71861.262849
Jubjub-BLS12-381,field_add,8,1,serial,10,601.000000,728.050000,604.100000,0.15299965,64,106489184.692180
Jubjub-BLS12-381,field_add,8,2,parallel,10,85972.500000,103442.150000,89947.500000,0.12388926,64,744424.089098
Jubjub-BLS12-381,field_add,8,4,parallel,10,237020.500000,312206.050000,236194.800000,0.25003635,64,270018.838033
Jubjub-BLS12-381,field_add,8,8,parallel,10,473558.500000,570331.750000,486019.700000,0.12945771,64,135146.977617
Jubjub-BLS12-381,field_add,16,1,serial,10,937.000000,1228.500000,925.700000,0.21597651,128,136606189.967983
Jubjub-BLS12-381,field_add,16,2,parallel,10,92312.500000,215544.800000,113711.200000,0.53154257,128,1386594.448206
Jubjub-BLS12-381,field_add,16,4,parallel,10,238441.000000,438605.050000,263947.300000,0.40753615,128,536820.429372
Jubjub-BLS12-381,field_add,16,8,parallel,10,450270.500000,530606.750000,456635.600000,0.10868683,128,284273.564446
Jubjub-BLS12-381,field_add,32,1,serial,10,1262.000000,1679.500000,1314.300000,0.17271348,256,202852614.896989
Jubjub-BLS12-381,field_add,32,2,parallel,10,97006.500000,210610.700000,114608.900000,0.56401326,256,2638998.417632
Jubjub-BLS12-381,field_add,32,4,parallel,10,204267.000000,309210.550000,223178.600000,0.26549911,256,1253261.662432
Jubjub-BLS12-381,field_add,32,8,parallel,10,450250.500000,511198.500000,451189.800000,0.10786796,256,568572.383595
Jubjub-BLS12-381,field_add,64,1,serial,10,1853.500000,2221.500000,1901.600000,0.09467440,512,276234151.605071
Jubjub-BLS12-381,field_add,64,2,parallel,10,102067.500000,130364.300000,105741.000000,0.17732010,512,5016288.240625
Jubjub-BLS12-381,field_add,64,4,parallel,10,257492.000000,364139.900000,254395.200000,0.28022139,512,1988411.290448
Jubjub-BLS12-381,field_add,64,8,parallel,10,424314.000000,593995.150000,445486.000000,0.19165750,512,1206653.563163
Jubjub-BLS12-381,field_add,128,1,serial,10,3186.000000,3851.550000,3316.200000,0.11474528,1024,321406151.914626
